,Title,email,KeyWords,Abstract,domain
100,A Conceptual Methodology to Create a Feasible and Effective Program Organization Design ,,,"The complexity of program organizations that handle the development of complex products increases the challenge of delivering such complex products in an efficient and cost-effective manner. Current organizational design methods have not focused on organizations that have the purpose of designing and developing large systems or products. An architecture framework for designing program organizations has been proposed in previous work. However, the proposed framework does not indicate whether such a design is feasible or effective. This paper presents a conceptual methodology for creating a feasible and effective program organization whose purpose is to design and develop complex products. The methodology starts by utilizing Program Organization Architecture Framework (POAF) to construct a description of a program organization that meets the program requirements and constraints. Then, the organizational description is formulated as a constraint programming model with the aim of finding a feasible solution. The concept of systems thinking and systems engineering models are adapted to address the dynamics associated with the design of a program organization that is responsive to changing environments. The program organization design problem is organized and captured as a SysML models and extended to the POAF model libraries where it can be quickly reused and modified. This approach builds on the existing POAF to aid the program managers to support the decision-making process of implementing an effective program organization design during the design and development process. ",
101,A Model for the Integration of Activity Theory and Sociotechnical System Theory,,,"In evaluating previous activity theory (AT) and sociotechnical systems theory (STS) research, conceptual linkages can be made between the constructs and usage of the frameworks. An example linkage is the similarity between ATs mediating artifacts and STSs consideration of the technological subsystem within an overall work system, as both can be conceptualized as tangible items that influence task completion and goal accomplishment (Engeström, 1987; Hendrick & Kleiner, 2001). The current literature, however, reveals no existing models that fully attempt to integrate AT and STS into a single, refined framework for work system assessment and design. While some researchers have used activity theory in the context of sociotechnical systems, they do not attempt to integrate the two frameworks into a unified framework for analysis, design, and change research. After describing and providing relevant examples of each theoretical lens, this paper posits an integrated conceptual AT-STS model and discusses the affordances of integrating the two theoretical lenses. Importantly, this work explains how an integrated AT-STS model could enhance engineering systems analysis, work system design, and change research.",
102,Scaling Technology-Intensive Small and Medium Enterprises (SMEs) in Emerging Economies into Agile High-Performing Organizations: Validating Human Factors as Success Determinants,,,"In rapidly changing and highly competitive business environments, companies constantly search for new ways to improve performance and gain competitive advantage. Over the years, studies have examined the intersection of leadership strategies and organization structures in relation to company performance. These studies have revealed theoretical frameworks for organizational learning in various life cycle stages of technology-intensive enterprises. However, organizational inefficiencies have continued to challenge the growth and development of technology-intensive start-up companies in emerging economies. Studies on strategic management of these inefficiencies lean towards knowledge management systems and theoretically underpin human factors. It is, therefore, imperative for technology leaders and managers to establish frameworks for tracking and evaluating human factors that promote the success of technology-intensive start-ups in emerging markets. This research aims to explore Information and Communication Technology (ICT) start-ups in East Africa using a sample of 150 small and medium enterprises (SMEs). Human factors will be evaluated based on surveys in an effort to empirically validate success determinants of these enterprises. Research findings will be incorporated into growth models that will aid executives in understanding and structuring frameworks for ensuring agility and success in emerging economies.",
103,The Protection of Valuable Tacit Knowledge in a Learning Alliance; an Interorganizational Learning Case Study. ,,,"~~A case of interorganizational learning is examined where the protection of tacit knowledge transfer is critical. The case demonstrates that interorganizational tacit knowledge transfer depends upon interorganizational personnel transfers, learning-firm gatekeepers, close interaction among teaching-firm personnel and learning-firm gatekeepers, and interpersonal trust among interacting participants. A literature review identifies the theoretical framework and key concepts.  A presented case illustrates these key concepts.  Emergent concepts are identified through case incidents. The literature identifies interpersonal trust as a key mediator of knowledge transfer and contractual agreements as a weak moderator of trust.  This presents upper management with the dilemma of how to participate in learning alliances and still protect a subset of the firms knowledge from inadvertent transfer.  A case is examined where the negotiation of a third-party contractual agreement by working-level personnel produced a strong moderating effect on the ability of personal interactions to inadvertently transfer knowledge.  This leads to the emergent construct that sensitizing working-level personnel, perhaps by participation in the negotiation of agreements, exerts a strong influence on the protection of valuable subsets of knowledge in a learning alliance. The extant literature leads us to expect complete transfer of tacit knowledge based on the actions of both firms in this case study.  However, the outcome was not complete transfer but the protection of specified valuable knowledge in the face of significant interpersonal pressure.  The unanticipated outcome indicates that the effect of sensitizing working-level personnel to the protection of specific knowledge in a learning alliance needs further examination.",
104,Spinning-out University Technologies: A Role for Students in the Commercialization Process ,,,"Universities engage in technology commercialization with many different motivations including the goal of accomplishing sustainable innovation with economic and societal impact and diversifying income streams. Compared to licensing, spinning out new companies create advantages both for the university and the academic inventor, as equity holders, which act as incentives to increase spin-outs. Some universities are much better at spinning out companies, although the evidence suggests that universities generally struggle to successfully commercialize research results as new firms which make creating more spin-outs based on research results a priority among stakeholders. Prior research has identified universities policies, intellectual eminence and commercially-oriented research as factors that impact the spinning out of new companies (Di Gregorio & Shane 2003). The role of the technology transfer unit in providing access to resources and support services has also been identified as influencing spin-out activities (Van Burg et al., 2008; Jain & George, 2007).   The research however, has not explored the role that students might have in the technology commercialization process. This study focuses on this under-researched area to investigate how university students might influence the commercialization of university assigned intellectual property, specifically how students working for university credits can help the spin-out process. It is based in the context of the Photonics Engineering department of a technical university.  This setting provides a unique opportunity to explore how students working to fulfil an academic requirement can create momentum around a technology to influence its spinout potential.  ",
105,Development of A Tool to Evaluate Innovation Practices and Entrepreneurship in an International Context ,,,"Entrepreneurship is considered as important value adding tool for the entire economy. In fact, entrepreneurs are frequently thought of as national assets to be cultivated and motivated to the greatest possible extent. In todays global economy, exciting opportunities for cross border trade exist like never before. As a result of this, international entrepreneurship and innovation have come to the forefront of discussions in recent times. International entrepreneurship can be defined as the process of an entrepreneur conducting business activities across national boundaries. Alternatively, it can also be defined as, a combination of innovative, proactive and risk seeking behavior that crosses national borders and is intended to create value within organizations. For international entrepreneurship, there are a slew of factors that have to be taken into consideration such as economics, type of economic system, political-legal environment, culture, acceptance to risk etc. In addition to understanding entrepreneurship in other countries, it is important for local entrepreneurs to understand the kinds of practices that lead to innovations in other countries. In this paper, the co-authors will develop a tool to evaluate the innovation practices and entrepreneurship efforts being done in the US as well as in other countries. The countries that will be evaluated using this tool will be The United States, Canada, Germany, Austria, India, Finland, Poland, Bulgaria, China and Japan. The tool developed will be a survey to capture practices and qualities of entrepreneurs in those countries at various stages of the entrepreneurial lifecycle.",
106,Ancillary Benefits of Maritime Transportation,,,"Maritime transportation connects the United States (U.S.) to economies around the world by providing the most fuel efficient and environmental friendly mode of freight transportation. More than thirteen million jobs are generated annually by activities that are related to the U.S. maritime transportation system which is comprised of intermodal connections and marine terminals. The navigable inland waterways are an essential component of the U.S. maritime transportation system. More than twenty-five thousand miles of navigable inland waterways serve as a cost effective transportation option for a wide array of freight supply chains. In addition to providing economic benefits, the inland waterway system has ancillary benefits including water supply, tourism and recreation, flood prevention, power generation, and endangered species protection. To understand and value the ancillary benefits of the U.S. inland waterway transportation system, we conducted a thorough literature review to better understand these benefits and existing evaluation techniques. We will demonstrate our findings through an illustrative case study of the McClellan-Kerr Arkansas River Navigation System. ",
107,Application Desirability Function for Automotive Paint Thickness ,,,"In automotive painting processes, one of the quality characteristics observed is the thickness of the paint. It is so important that for one vehicle there are at least 57 points to review. The problem arises when decisions should be made in order to define if the vehicle paint has achieved the quality expected or not. When a quality indicator lays on multiple responses, it becomes devious to analysis and techniques are required to manage this complexity. The desirability function is a technique used to convert multiple response indicators into one metric. It allows each indicator to have their own scale and goal, transforming them into a global one (D) using a standard scale (0 to 1). The implementation and effectiveness of this approach are going to be discussed in this paper with a numerical and practical example.",
108,Modeling Military Supply Chains,,,"United States military operations conducted over the past few decades have primarily been supplied through Sea Ports of Debarkation (SPODs) and Aerial Ports of Debarkation (APODs). In recent theaters of operations, the United States has had the advantage of friendly ports and airfields.  The purpose of this project is to build a validated model of APODs and SPODs within the military logistics systems in an operational theater in order to inform decisions makers on a more resilient and optimized supply chain.  The model will be used by Engineering Research and Development Center (ERDC). The analysis will allow ERDC to build on top of a validated model, and provide insights to future alternatives to APODs and SPODs.  ERDC is the main stakeholder for this project who wants these models in order to incorporate them into a larger model of the logistics system.",
109,Systems Engineering and Project Management: Why Cant We All Get Along?,,,"The importance of the integration between project management and systems engineering has been discussed in several works. However, unproductive tension between project / program managers and the chief systems engineer / systems engineers continues to be an impediment to project / program performance. In a recent study, Rebentisch and Conforto (2014) found that about three out of ten respondents indicated that there is some (26%) or significant (3%) unproductive tension between program managers and systems engineers. They found that the lack of Integrated Planning is a key source of Unproductive Tension (57%). Also contributing to tension between the roles are not having clearly defined authority (44%) and conflicting practices between the two roles (41%). They looked for the causal links and proposed several questions for future research, including how to better combine standards from both disciplines to improve integration, and whether integration is adequately addressed by current project management and systems engineering curricula. We address relevant causes of unproductive tensions and describe the active coordination between two new curricula: an M.S. in project management and an M.S. in systems engineering, to highlight processes, standards, organizational, and human factors, and institute effective integration between the two disciplines with the objective of improving project and program performance.",
110,Bibliometric Analysis of Author Collaboration in Engineering Management Research ,,,"While many researchers would agree that the engineering management research field has been increasing in maturity since its inception due to the significant body of work published on various aspects of engineering management, this evolution has not been empirically established. The purpose of this preliminary work is to assess the development of this field by evaluating the anatomy of authorship in the field. It has been argued that examining papers published within an academic journal can provide useful information about the evolution of the underlying field. Thus, using the Engineering Management Journal (EMJ) to represent the engineering management field, bibliometric analyses are applied to the 227 papers published in the most recent ten years in the journal. Questions addressed about the field include: Who is studying these topics? To what extent are there communities of authors collaborating in research groups? How internationalized has engineering management become with respect to author location? How multi-disciplinary has the field become? These analyses will provide insight into how the field is evolving and possible future directions. This work represents the first phase of this research and the evaluation of EMJ will be extended in future work to include evaluation of other questions related to the content and research methodologies employed by papers published in EMJ.  ",
111,Review of Performance Measurement Practices in Military and Government Sectors,,,"Performance measurement systems are being used more often across a wider range of organizational settings, which has led to a divergence in the practices and frameworks being used. One area that has been of particular interest in recent years is the public sector. A preliminary review of the literature suggests that there is a strong emphasis of research in this area but that there is little consensus concerning the metrics and frameworks used in different areas. In addition, there appears to be a significant amount of research being conducted on the government sector while focus on the military sector seems to be much lower. This study focuses on identifying the characteristics of performance measurement systems studied and documented in government and military sectors including synthesizing any best practices or lessons learned identified in the literature to help support the design of PM systems in the military. This paper describes the development of the SLR methodology and the results from review of the literature across six platforms.",
112,RBV Approach Improvement Through Enterprise Engineering Recommendations ,,,"The Resource Based View (RBV) is a strategic perspective to comprehend an organizations competitive advantages through its resources and competences. However, the RBV approach is not sufficient to deal with the dynamic requirements an enterprise must face while operating in a complex environment. This paper adapts the RBV approach based on the Cambridge process approach and proposed in the book Competing through competences, by J. Mills, K. Platts, M. Bourne and A. Neely. This book describes how businesses can improve their competitive position and sustainability by adopting a competence based approach, proposing actions based on specific procedures that focus on process practices. The analysis is carried out by considering the alignment of objectives and procedures of steps that form the RBV approach to a set of Enterprise Engineering (EE) guidelines, which could inform and determine how well-structured this approach is regarding its processes. The study reveals that there are some gaps in the RBV approach regarding EE guidelines and suggests improvements to fill these gaps. Aspects covered in this analysis are process formalization, organizational structure, process synchronization, explicit considerations of performance expectations, exceptions handling, and incorporation of embedded mechanisms for change and improvement. The paper extends and shows the relevance of each EE guideline for the RBV approach. Lastly, it represents an advance in the strategic management of operations by proposing a reviewed RBV approach through EE guidelines. ",
113,An Examination of Data Collection Instruments for Measuring Emotional Intelligence and Organizational Commitment ,,,"Emotional Intelligence and Organizational Commitment have been theorized to be positively related to Job Performance.  Emotional Intelligence (EI) refers to how well an individual monitors not only his or her own emotions but also those of others, identifies them, and is able to organize and choose actions based upon them. Organizational Commitment (OC) refers to an individuals emotional and practical reasons for remaining with an employer as well as a sense of innate loyalty to the employer.  The literature has documented mixed findings that support such a relationship.  One factor contributing to the lack of consensus in the literature is due to the vast number of instruments available to measure these constructs, particularly EI.  This paper will contrast and compare the various data collection instruments published in the literature used to measure EI and OC.  Factors to be examined include theory/model alignment, rater (self or other), number of questions, length of time to complete, sample type measured, validity, and reliability.  This consolidated summary will be useful to future researchers by assisting in the selection of data collection instruments.  Understanding which instruments might be more appropriate for measuring EI and OC in engineering organizations and utilizing this knowledge to enable more effective leadership and more committed employees would contribute to the field of Engineering Management.",
114,Performance Measurement Systems in Nonprofit Organizations: a Systematic Literature Review ,,,"Performance measurement constitutes a vital organizational function. It assures strategies realization, provides actions accountability to organizations stakeholders, and engages everyone in sustainable processes for operations continuous improvement. There is a vast literature on performance measurement systems (PMS) regarding frameworks, concepts, indicators, processes and technologies, usually associated with organizations from the manufacturing and services industries. Nevertheless, the application of PMS to nonprofit organizations has gained interest from both researchers and practitioners communities in recent years. Nonprofit organizations have their own dynamic for dealing with different requirements for performance measurement associated with each of their stakeholders. They have complex, interface-rich processes that interact with the environment based on legislation, policies, pacts and agendas. Taking this into account, the nature of a PMS for this type of organization must be better explored. This work is the first part of a long-term research project focusing on the development of a PMS framework for nonprofit organizations. It provides a systematic literature review of published works that focus on PMS in nonprofit organizations. It aims at establishing, from the literature viewpoint, the main indicators, processes, frameworks, concepts and applied technologies. It discusses these elements and provides a tentative framework for research and application of PMS in these organizations.",
115,On the Combined use of Akaike Information Criterion and Logistic Regression to Quantify Success for System Operation ,,,"Complex systems have interoperability limits that constrain their successful operation. Quantifiably understanding these limitations provides the practitioner with a useful screening tool to establish regions of feasible system-level operation within which to perform design, analysis, and/or optimization operations. This study presents the combined use of logistic regression to screen successful conditions of operation along with Akaikes Corrected Information Criterion to quantify which proposed model and which factors likely influence successful operation.  Three disparate types of factors are considered that emulate a continuous variable such as pressure, a discrete variable such as level of fluid in a tank, and a categorical variable such as type of pump. The response is binary in nature, with success and failure as the two modes of response. Twenty five models of the response are considered that involve all possible combinations of the factors and their interactions up to level three. The metrics of Kullback-Liebler (KL) divergence and corrected Akaike Information Criterion (AICc) are compared in terms of model selection.  It is determined that AICc metric favors the nearly-simplest model whilst the KL metric favors the most complex model.  The levels of quality in prediction are also superior when employing the AICc metric relative to the KL metric.  It is therefore determined that discrimination of success can be established with AICc with fewer data points as well as a simpler model.  The implication is that systems state as well as success or failure may be more readily established with less data (i.e. fewer sensors).",
116,A Cladistics Co-evolution Model for Products and Manufacturing Systems ,,,"The changes in manufacturing systems are reciprocal, in which a product design change would trigger a new demand for a manufacturing capability, and a newly introduced manufacturing capability would allow for a new product design feature to be introduced. Relating changes in both sides would result in a co-evolution model that reveals change trend of product features vs. manufacturing capabilities and how they are associated. Changes in product design can be tracked by hierarchical clustering of different product variants. However, most of those techniques are based on similarity, which cannot suggest informative change directions or future modifications. On the manufacturing capabilities side, clustering is performed in association with the existing part families to produce manufacturing cells. However clustering manufacturing capabilities themselves is not a common practice in literature, though it might reveal the direction of progression for those capabilities and hence their future trend. Cladistics is a hierarchical clustering technique that is used mainly in biology to produce evolution hypotheses. It is based on parsimony rather than similarity. This means the physical product features and system capabilities can be presented side by side on the same clustering scheme. While cladistics has been used to cluster product variants or system manufacturing capabilities separately, this paper represents a novel approach that applies the technique to both sides simultaneously. The result is a single clustering tree that carries both product features and manufacturing capabilities. Each branch of the tree does not only represent common features or capabilities but also correspondence between the existing",
117,Research Agenda into Human-Intelligence/Machine-Intelligence Governance ,,,"Since the birth of modern artificial intelligence (AI) at the 1956 Dartmouth Conference, the AI community has pursued modeling and coding of human intelligence into AI reasoning processes (HI-MI).  The Dartmouth Conferences fundamental assertion was that every aspect of human learning and intelligence could be so precisely described that it could be simulated in AI.  With the exception of knowledge specific areas (such as IBMs Big Blue and a few others), sixty years later the AI community is not close to coding global human intelligence into AI.  In parallel, the knowledge management community has pursued understanding of organizational knowledge creation, transfer, and management (HI-HI) over the last 40 years.  Knowledge management evolved into an organized discipline in the early 1990s through formal university courses and creation of the first chief knowledge officer organizational positions.  Correspondingly, over the last 25 years there has been growing research into the transfer of intelligence and cooperation among computing systems and automated machines (MI-MI).  In stark contrast to the AI community effort, there has been little research into transferring AI knowledge and machine intelligence into human intelligence (MI-HI) with a goal of improving human decision making.  Most important, there has been no research into human-intelligence/machine-intelligence governance; that is, the policies and processes governing human-machine decision making toward systemic mission accomplishment.  To address this gap, this paper sets forth a research agenda and framework toward developing an HI-MI governance body of knowledge and discipline.",
